CID	X	Y	CellType	CellTypeName	Region	Dist2Interface
HumanMelanomaPatient1__cell_435343	3402.413993704	-7101.15267841781	Macrophage	Macrophages	Tumor	445.754372415753
HumanMelanomaPatient1__cell_435344	3499.15738507846	-7099.77395281716	Macrophage	Macrophages	Tumor	351.936567512509
HumanMelanomaPatient1__cell_435351	3478.15517103608	-7109.01867914376	Macrophage	Macrophages	Tumor	372.608459933291
HumanMelanomaPatient1__cell_435353	3394.02589562348	-7114.1753813452	Macrophage	Macrophages	Tumor	453.878734635171
HumanMelanomaPatient1__cell_435367	3389.34325216389	-7136.27004018	Macrophage	Macrophages	Tumor	461.750943129962
HumanMelanomaPatient1__cell_435378	3473.69457847556	-7153.241139163	Macrophage	Macrophages	Tumor	378.747116890636
HumanMelanomaPatient1__cell_435381	3528.09882906277	-7156.97505514842	Macrophage	Macrophages	Tumor	325.078295211138
HumanMelanomaPatient1__cell_435403	3461.78446437991	-7175.72324779833	Macrophage	Macrophages	Tumor	393.339536389692
HumanMelanomaPatient1__cell_435405	3468.75036938011	-7177.59011707031	Macrophage	Macrophages	Tumor	386.742828386329
HumanMelanomaPatient1__cell_435440	3714.34897898689	-7215.67090571173	Macrophage	Macrophages	Inner margin	153.206943536722
HumanMelanomaPatient1__cell_435448	3740.03153183423	-7235.41449829874	Macrophage	Macrophages	Inner margin	140.133606570453
HumanMelanomaPatient1__cell_435450	3741.12424818818	-7245.22262221357	Macrophage	Macrophages	Inner margin	145.061692579245
HumanMelanomaPatient1__cell_447722	3222.10776197872	-6789.80846077994	Macrophage	Macrophages	Inner margin	100.455162306114
HumanMelanomaPatient1__cell_447727	3153.83676664169	-6795.02228206785	Macrophage	Macrophages	Inner margin	81.839249736123
HumanMelanomaPatient1__cell_447729	3303.54095750205	-6797.74185189334	Macrophage	Macrophages	Inner margin	160.279187603281
HumanMelanomaPatient1__cell_447747	2912.96425731983	-6821.6896872541	Macrophage	Macrophages	Outer margin	-95.4529821707044
HumanMelanomaPatient1__cell_447808	3263.81074562461	-6856.57211425485	Macrophage	Macrophages	Inner margin	177.646792738307
HumanMelanomaPatient1__cell_447831	3085.57260016492	-6872.16764885995	Macrophage	Macrophages	Inner margin	99.0478105993507
HumanMelanomaPatient1__cell_447835	3099.64714253022	-6872.87110370358	Macrophage	Macrophages	Inner margin	112.418084114994
HumanMelanomaPatient1__cell_447845	3128.91862694412	-6873.91487982028	Macrophage	Macrophages	Inner margin	131.104802171863
HumanMelanomaPatient1__cell_447873	2983.39714315505	-6886.85433154522	Macrophage	Macrophages	Inner margin	25.5739864474114
HumanMelanomaPatient1__cell_447886	3205.26789592022	-6890.62228513347	Macrophage	Macrophages	Inner margin	188.656114294803
HumanMelanomaPatient1__cell_447933	2939.34109380938	-6911.59388769828	Macrophage	Macrophages	Outer margin	-28.9943320700205
HumanMelanomaPatient1__cell_447976	3325.15132318214	-6923.62067332198	Macrophage	Macrophages	Tumor	267.179389820595
HumanMelanomaPatient1__cell_447978	2971.28969394625	-6927.03186098252	Macrophage	Macrophages	Inner margin	43.1335720066625
HumanMelanomaPatient1__cell_448065	2966.85083303837	-6956.21636070825	Macrophage	Macrophages	Inner margin	59.9317048468701
HumanMelanomaPatient1__cell_448073	3111.76872719519	-6960.90424075582	Macrophage	Macrophages	Inner margin	167.175842879713
HumanMelanomaPatient1__cell_448085	3105.42457425952	-6966.45326116611	Macrophage	Macrophages	Inner margin	166.241999792784
HumanMelanomaPatient1__cell_448093	3151.36664642217	-6968.88321385882	Macrophage	Macrophages	Inner margin	203.269971826579
HumanMelanomaPatient1__cell_448104	3087.04361429607	-6974.11907044934	Macrophage	Macrophages	Inner margin	158.812828393031
HumanMelanomaPatient1__cell_448105	2996.1002467893	-6974.66577811845	Macrophage	Macrophages	Inner margin	88.2461645314723
HumanMelanomaPatient1__cell_448118	3167.87285990093	-6977.96536838426	Macrophage	Macrophages	Inner margin	221.996700366675
HumanMelanomaPatient1__cell_448154	3057.44249569257	-6994.20194930624	Macrophage	Macrophages	Inner margin	145.736482817562
HumanMelanomaPatient1__cell_448155	3148.02439724699	-6998.18316468812	Macrophage	Macrophages	Inner margin	219.040203302799
HumanMelanomaPatient1__cell_448164	3167.02812949192	-6999.62710801733	Macrophage	Macrophages	Inner margin	234.388257253157
HumanMelanomaPatient1__cell_448165	3226.23183014569	-7000.23381876363	Macrophage	Macrophages	Tumor	283.019465880055
HumanMelanomaPatient1__cell_448167	3185.69493137331	-7000.63959120391	Macrophage	Macrophages	Inner margin	249.718781976124
HumanMelanomaPatient1__cell_448194	3201.72694425064	-7009.96893410342	Macrophage	Macrophages	Tumor	268.15426317994
HumanMelanomaPatient1__cell_448211	3194.82218277038	-7018.23801389619	Macrophage	Macrophages	Tumor	267.70335193471
HumanMelanomaPatient1__cell_448249	3019.28257062385	-7034.19172337683	Macrophage	Macrophages	Inner margin	132.746174075446
HumanMelanomaPatient1__cell_448272	2986.91228986411	-7044.61883330427	Macrophage	Macrophages	Inner margin	101.03970278348
HumanMelanomaPatient1__cell_448356	3306.76611619366	-7071.25039083361	Macrophage	Macrophages	Tumor	386.885471991091
HumanMelanomaPatient1__cell_448366	3150.84205046169	-7079.32075098661	Macrophage	Macrophages	Tumor	263.166831572437
HumanMelanomaPatient1__cell_448405	2948.42769269529	-7094.08373911573	Macrophage	Macrophages	Inner margin	84.9354743994284
HumanMelanomaPatient1__cell_448406	3254.63211628934	-7088.51808818547	Macrophage	Macrophages	Tumor	358.72827822073
HumanMelanomaPatient1__cell_448412	3269.38492365399	-7090.84793489697	Macrophage	Macrophages	Tumor	371.41825558784
HumanMelanomaPatient1__cell_448437	3379.0500607206	-7098.49038967647	Macrophage	Macrophages	Tumor	438.499529996477
HumanMelanomaPatient1__cell_448473	3270.59073947922	-7111.22170802237	Macrophage	Macrophages	Tumor	385.538605644764
HumanMelanomaPatient1__cell_448483	3246.7224412114	-7119.87274773025	Macrophage	Macrophages	Tumor	366.195610536459
HumanMelanomaPatient1__cell_448489	2949.81108745327	-7125.08424100348	Macrophage	Macrophages	Inner margin	103.765259806647
HumanMelanomaPatient1__cell_448513	3376.85628732191	-7124.94044548959	Macrophage	Macrophages	Tumor	456.910959144017
HumanMelanomaPatient1__cell_448525	3056.23716024896	-7129.79572081928	Macrophage	Macrophages	Inner margin	195.356016159385
HumanMelanomaPatient1__cell_448554	2970.27132339903	-7140.03290623106	Macrophage	Macrophages	Inner margin	126.061619943653
HumanMelanomaPatient1__cell_448594	2944.69475825811	-7154.76177473253	Macrophage	Macrophages	Inner margin	98.1663570135607
HumanMelanomaPatient1__cell_448634	2911.85967182452	-7162.81123637465	Macrophage	Macrophages	Inner margin	75.2478443389423
HumanMelanomaPatient1__cell_448687	3299.10746222367	-7178.47011785109	Macrophage	Macrophages	Tumor	436.621784459374
HumanMelanomaPatient1__cell_448733	3318.42003357693	-7191.74573766054	Macrophage	Macrophages	Tumor	459.898080966956
HumanMelanomaPatient1__cell_448738	3269.64911086889	-7192.63598317468	Macrophage	Macrophages	Tumor	414.925281683134
HumanMelanomaPatient1__cell_448743	3300.20092739191	-7196.92760576978	Macrophage	Macrophages	Tumor	444.938093641381
HumanMelanomaPatient1__cell_448762	2955.00774902759	-7199.17132020407	Macrophage	Macrophages	Inner margin	111.403361201338
HumanMelanomaPatient1__cell_448822	3322.72884492926	-7215.99286924555	Macrophage	Macrophages	Tumor	472.07078950287
HumanMelanomaPatient1__cell_448824	2913.60228798193	-7219.56932456466	Macrophage	Macrophages	Inner margin	79.6694578827987
HumanMelanomaPatient1__cell_448825	3303.95933917324	-7219.33438796724	Macrophage	Macrophages	Tumor	455.069596655711
HumanMelanomaPatient1__cell_448829	3012.49147755608	-7220.73299424735	Macrophage	Macrophages	Inner margin	170.607467473429
HumanMelanomaPatient1__cell_448897	3284.33068621343	-7262.56984401122	Macrophage	Macrophages	Tumor	445.642920348797
HumanMelanomaPatient1__cell_448906	3227.0459728918	-6789.61137553477	Macrophage	Macrophages	Inner margin	101.307523339776
HumanMelanomaPatient1__cell_448940	3101.81695586927	-6847.46844989327	Macrophage	Macrophages	Inner margin	93.4288200921409
HumanMelanomaPatient1__cell_448954	3012.84682317866	-6867.85630882506	Macrophage	Macrophages	Inner margin	37.6500133510657
HumanMelanomaPatient1__cell_448963	3297.71165800299	-6872.2342577166	Macrophage	Macrophages	Inner margin	209.379688115293
HumanMelanomaPatient1__cell_448966	3291.56764498061	-6879.92519527018	Macrophage	Macrophages	Inner margin	212.171283031645
HumanMelanomaPatient1__cell_449043	3057.389777805	-6960.74135862111	Macrophage	Macrophages	Inner margin	127.1304065771
HumanMelanomaPatient1__cell_449063	3166.24272669984	-6986.36116929731	Macrophage	Macrophages	Inner margin	225.589648405902
HumanMelanomaPatient1__cell_449070	3110.50655330637	-6991.88029076754	Macrophage	Macrophages	Inner margin	188.119098706118
HumanMelanomaPatient1__cell_449093	3119.3462656819	-7017.57907077748	Macrophage	Macrophages	Inner margin	208.889255188454
HumanMelanomaPatient1__cell_449104	3096.22306410328	-7024.92648128587	Macrophage	Macrophages	Inner margin	193.798132394082
HumanMelanomaPatient1__cell_449108	3056.97980578227	-7030.47332541931	Macrophage	Macrophages	Inner margin	162.743718537683
HumanMelanomaPatient1__cell_449137	3357.99170153558	-7058.1620138302	Macrophage	Macrophages	Tumor	399.729435479678
HumanMelanomaPatient1__cell_449141	3370.36231282836	-7061.76440373611	Macrophage	Macrophages	Tumor	408.726103880986
HumanMelanomaPatient1__cell_449144	3233.25960458425	-7063.07257599858	Macrophage	Macrophages	Tumor	325.904368973496
HumanMelanomaPatient1__cell_449174	3257.83382575879	-7097.30154874005	Macrophage	Macrophages	Tumor	366.967667311023
HumanMelanomaPatient1__cell_449202	3238.78450008109	-7117.74216480874	Macrophage	Macrophages	Tumor	357.977808042689
HumanMelanomaPatient1__cell_449268	2936.317710521	-7178.9792368202	Macrophage	Macrophages	Inner margin	94.283155159635
HumanMelanomaPatient1__cell_449292	3025.09540976224	-7210.16551980891	Macrophage	Macrophages	Inner margin	181.98247839922
HumanMelanomaPatient1__cell_449323	3279.0181771754	-7267.51284324534	Macrophage	Macrophages	Tumor	441.160941028934
HumanMelanomaPatient1__cell_3729	1952.77107157781	-6555.14825193147	CD8T	CD8 T cells	Stroma	-1053.29449262348
HumanMelanomaPatient1__cell_3801	1813.62317300902	-6727.69289381016	CD8T	CD8 T cells	Stroma	-1112.83883674748
HumanMelanomaPatient1__cell_3822	1794.40656188171	-6758.58875907354	CD8T	CD8 T cells	Stroma	-1083.42182082965
HumanMelanomaPatient1__cell_3846	1838.3828085856	-6810.51837418025	CD8T	CD8 T cells	Stroma	-1073.21888608575
HumanMelanomaPatient1__cell_3944	1857.72419452052	-6718.46544540027	CD8T	CD8 T cells	Stroma	-1078.31729755259
HumanMelanomaPatient1__cell_3956	1802.06638364994	-6736.70233913227	CD8T	CD8 T cells	Stroma	-1101.96092573836
HumanMelanomaPatient1__cell_3992	1829.64523362751	-6774.93746539469	CD8T	CD8 T cells	Stroma	-1090.69148432875
HumanMelanomaPatient1__cell_4585	4450.15744115283	-6378.58753244587	CD8T	CD8 T cells	Outer margin	-52.8064220302522
HumanMelanomaPatient1__cell_4592	4302.471753679	-6387.96350686395	CD8T	CD8 T cells	Inner margin	85.7556687081294
HumanMelanomaPatient1__cell_4593	4259.42218921527	-6386.88306905198	CD8T	CD8 T cells	Inner margin	110.631671661705
HumanMelanomaPatient1__cell_4605	4344.29377914281	-6400.40593965859	CD8T	CD8 T cells	Inner margin	55.3994162072634
HumanMelanomaPatient1__cell_4632	4266.83418277177	-6421.3009678094	CD8T	CD8 T cells	Inner margin	77.4796634215422
HumanMelanomaPatient1__cell_4633	4231.78607630057	-6423.21613771606	CD8T	CD8 T cells	Inner margin	88.6304584807256
HumanMelanomaPatient1__cell_4711	4463.28589690583	-6474.51924050588	CD8T	CD8 T cells	Outer margin	-114.007510450442
HumanMelanomaPatient1__cell_4765	4310.71617612728	-6523.52739828266	CD8T	CD8 T cells	Outer margin	-54.5406824741609
HumanMelanomaPatient1__cell_4770	4508.40317579299	-6526.13405421226	CD8T	CD8 T cells	Outer margin	-175.58961221121
HumanMelanomaPatient1__cell_4805	4484.42421484584	-6562.96186352525	CD8T	CD8 T cells	Outer margin	-178.534164559769
HumanMelanomaPatient1__cell_4854	4443.78694552729	-6646.65640086875	CD8T	CD8 T cells	Outer margin	-213.228444668066
HumanMelanomaPatient1__cell_4885	4307.79576466021	-6694.99716518775	CD8T	CD8 T cells	Outer margin	-184.792001232795
HumanMelanomaPatient1__cell_4963	4239.63500378461	-6357.10833374415	CD8T	CD8 T cells	Inner margin	143.682912091314
HumanMelanomaPatient1__cell_5009	4280.21917964745	-6413.19851634772	CD8T	CD8 T cells	Inner margin	79.4338166206318
HumanMelanomaPatient1__cell_5013	4251.25729109413	-6419.143617579	CD8T	CD8 T cells	Inner margin	83.1857339790418
HumanMelanomaPatient1__cell_5034	4300.44807495804	-6422.80190532487	CD8T	CD8 T cells	Inner margin	58.7561042342673
HumanMelanomaPatient1__cell_5039	4316.92280378433	-6428.38488266314	CD8T	CD8 T cells	Inner margin	45.3087633969035
HumanMelanomaPatient1__cell_5042	4309.19109568123	-6429.80185305441	CD8T	CD8 T cells	Inner margin	47.6203218525785
HumanMelanomaPatient1__cell_5078	4344.5894076484	-6458.51876348261	CD8T	CD8 T cells	Outer margin	-12.4720113736929
HumanMelanomaPatient1__cell_5110	4346.7921870146	-6483.07881761884	CD8T	CD8 T cells	Outer margin	-31.4472070886121
HumanMelanomaPatient1__cell_5118	4472.28615259427	-6486.49228410077	CD8T	CD8 T cells	Outer margin	-126.880700387958
HumanMelanomaPatient1__cell_5180	4363.76759510352	-6542.62247478571	CD8T	CD8 T cells	Outer margin	-83.0817853922571
HumanMelanomaPatient1__cell_5187	4511.43572224211	-6550.77339584567	CD8T	CD8 T cells	Outer margin	-192.75044332621
HumanMelanomaPatient1__cell_5237	4444.79098065733	-6675.15594102612	CD8T	CD8 T cells	Outer margin	-238.142241750546
HumanMelanomaPatient1__cell_7114	4088.29268101268	-6361.45643461689	CD8T	CD8 T cells	Inner margin	213.141895543969
HumanMelanomaPatient1__cell_7139	3996.64401867009	-6379.42249565726	CD8T	CD8 T cells	Inner margin	128.79122643242
HumanMelanomaPatient1__cell_7157	4005.43748880606	-6395.03763495176	CD8T	CD8 T cells	Inner margin	127.19264128487
HumanMelanomaPatient1__cell_7163	4126.41408985366	-6404.19820710084	CD8T	CD8 T cells	Inner margin	164.404820402725
HumanMelanomaPatient1__cell_7197	3820.07448143742	-6421.97062486077	CD8T	CD8 T cells	Outer margin	-25.9482469143085
HumanMelanomaPatient1__cell_7198	3897.81831420633	-6424.91658779596	CD8T	CD8 T cells	Inner margin	27.0389647900072
HumanMelanomaPatient1__cell_7225	4071.69919743103	-6440.50012874072	CD8T	CD8 T cells	Inner margin	155.938891656011
HumanMelanomaPatient1__cell_7246	3882.14736417334	-6453.65017858542	CD8T	CD8 T cells	Outer margin	-40.0549483576912
HumanMelanomaPatient1__cell_7267	4116.84661119332	-6463.86224123478	CD8T	CD8 T cells	Inner margin	123.314567201622
HumanMelanomaPatient1__cell_7286	4070.37155145765	-6476.47163504976	CD8T	CD8 T cells	Inner margin	125.587030819132
HumanMelanomaPatient1__cell_7287	4109.52832277991	-6479.03811490639	CD8T	CD8 T cells	Inner margin	109.409938491311
HumanMelanomaPatient1__cell_7309	3792.02128495114	-6486.13206351852	CD8T	CD8 T cells	Inner margin	46.2507942769946
HumanMelanomaPatient1__cell_7323	4000.20289355313	-6496.67489746163	CD8T	CD8 T cells	Inner margin	97.6609250998115
HumanMelanomaPatient1__cell_7345	4126.44984755902	-6512.28682234415	CD8T	CD8 T cells	Inner margin	77.3190056499444
HumanMelanomaPatient1__cell_7366	4077.35144363075	-6534.75512910102	CD8T	CD8 T cells	Inner margin	66.9723774910572
HumanMelanomaPatient1__cell_7401	3850.2454583078	-6561.4585559837	CD8T	CD8 T cells	Inner margin	84.1407039676929
HumanMelanomaPatient1__cell_7403	4119.87741528705	-6563.77973392928	CD8T	CD8 T cells	Inner margin	27.9011439118845
HumanMelanomaPatient1__cell_7415	3829.57476126373	-6567.56885418857	CD8T	CD8 T cells	Inner margin	100.762799830968
HumanMelanomaPatient1__cell_7418	4162.31405226866	-6571.50957603602	CD8T	CD8 T cells	Outer margin	-35.0823821640079
HumanMelanomaPatient1__cell_7434	3802.95377864226	-6584.34648965456	CD8T	CD8 T cells	Inner margin	131.0197937802
HumanMelanomaPatient1__cell_7446	4175.24374051158	-6589.8755107491	CD8T	CD8 T cells	Outer margin	-45.3261817255897
HumanMelanomaPatient1__cell_7494	3857.61703932795	-6617.45820807301	CD8T	CD8 T cells	Inner margin	96.8746134261033
HumanMelanomaPatient1__cell_7497	3965.42184027868	-6619.41937668131	CD8T	CD8 T cells	Outer margin	-32.2885176200299
HumanMelanomaPatient1__cell_7521	3854.48178792419	-6633.72775438916	CD8T	CD8 T cells	Inner margin	95.6506986190943
HumanMelanomaPatient1__cell_7535	3983.60826204516	-6644.83261952406	CD8T	CD8 T cells	Outer margin	-44.6467118940831
HumanMelanomaPatient1__cell_7539	3890.73254675425	-6642.69708924736	CD8T	CD8 T cells	Inner margin	59.2078819015534
HumanMelanomaPatient1__cell_7551	3943.13790255407	-6652.32986676388	CD8T	CD8 T cells	Inner margin	12.996415005838
HumanMelanomaPatient1__cell_7554	3894.35595736648	-6653.39232137524	CD8T	CD8 T cells	Inner margin	56.6453240070852
HumanMelanomaPatient1__cell_7576	3968.48880766976	-6666.4421696061	CD8T	CD8 T cells	Outer margin	-25.6201415927723
HumanMelanomaPatient1__cell_7607	3905.13293430986	-6679.06260426505	CD8T	CD8 T cells	Inner margin	55.3924491665838
HumanMelanomaPatient1__cell_7608	3914.54999763126	-6679.12775309059	CD8T	CD8 T cells	Inner margin	46.3601934328931
HumanMelanomaPatient1__cell_7612	3968.04527200484	-6687.67025073401	CD8T	CD8 T cells	Inner margin	21.2327141990649
HumanMelanomaPatient1__cell_7626	3992.41996373306	-6696.06882153741	CD8T	CD8 T cells	Inner margin	19.4666157262767
HumanMelanomaPatient1__cell_7639	3902.27298116012	-6702.30275259275	CD8T	CD8 T cells	Inner margin	64.2564506738963
HumanMelanomaPatient1__cell_7654	4134.6741274588	-6712.23687625218	CD8T	CD8 T cells	Outer margin	-148.369527730318
HumanMelanomaPatient1__cell_7665	4067.75418757351	-6726.19136494916	CD8T	CD8 T cells	Outer margin	-86.8816641621246
HumanMelanomaPatient1__cell_7708	3902.71721757958	-6740.69098286383	CD8T	CD8 T cells	Inner margin	56.0544938338338
HumanMelanomaPatient1__cell_7718	3948.92609405421	-6746.74059279532	CD8T	CD8 T cells	Inner margin	11.4345372611497
HumanMelanomaPatient1__cell_7731	3890.27544522235	-6752.87640196305	CD8T	CD8 T cells	Inner margin	67.4796088250856
HumanMelanomaPatient1__cell_7746	4077.54636322784	-6762.75896008652	CD8T	CD8 T cells	Outer margin	-109.543598219613
HumanMelanomaPatient1__cell_7798	3843.70795668128	-6787.12083938118	CD8T	CD8 T cells	Inner margin	116.047286462157
HumanMelanomaPatient1__cell_7810	4094.74799245322	-6788.36306157757	CD8T	CD8 T cells	Outer margin	-136.303009036623
HumanMelanomaPatient1__cell_7824	3910.68068924377	-6796.11323806528	CD8T	CD8 T cells	Inner margin	55.8114470590845
HumanMelanomaPatient1__cell_7836	4113.79632691182	-6806.28685985283	CD8T	CD8 T cells	Outer margin	-152.578176612054
HumanMelanomaPatient1__cell_7837	3965.55664569874	-6805.5716320977	CD8T	CD8 T cells	Inner margin	16.1235631809523
HumanMelanomaPatient1__cell_7876	3985.29938038498	-6367.39958188615	CD8T	CD8 T cells	Inner margin	123.627774242736
HumanMelanomaPatient1__cell_7894	4068.4141442873	-6412.27520008691	CD8T	CD8 T cells	Inner margin	174.197684119367
HumanMelanomaPatient1__cell_7911	4218.59482960377	-6432.89513311708	CD8T	CD8 T cells	Inner margin	87.2312361006682
HumanMelanomaPatient1__cell_7920	4151.42500017494	-6444.64648812294	CD8T	CD8 T cells	Inner margin	119.365277286376
HumanMelanomaPatient1__cell_7921	4080.76830612734	-6448.25014279876	CD8T	CD8 T cells	Inner margin	147.613778204314
HumanMelanomaPatient1__cell_7939	4125.75921300277	-6467.84852455213	CD8T	CD8 T cells	Inner margin	113.708695594379
HumanMelanomaPatient1__cell_7999	3843.92041204374	-6588.74080776381	CD8T	CD8 T cells	Inner margin	108.926969341225
HumanMelanomaPatient1__cell_8001	3887.12978968999	-6589.21523611744	CD8T	CD8 T cells	Inner margin	83.9162397428768
HumanMelanomaPatient1__cell_8015	3889.32790412723	-6612.72071580352	CD8T	CD8 T cells	Inner margin	73.6277885132137
HumanMelanomaPatient1__cell_8025	3881.43876125986	-6630.73926976257	CD8T	CD8 T cells	Inner margin	69.6136836131813
HumanMelanomaPatient1__cell_8035	3866.35852316473	-6639.3020074503	CD8T	CD8 T cells	Inner margin	83.6418553905413
HumanMelanomaPatient1__cell_8036	3907.44850918285	-6640.31181573117	CD8T	CD8 T cells	Inner margin	44.3179574693414
HumanMelanomaPatient1__cell_8041	3868.28776018624	-6648.33943139196	CD8T	CD8 T cells	Inner margin	81.8623177736076
HumanMelanomaPatient1__cell_8057	4011.66644756679	-6666.47855590531	CD8T	CD8 T cells	Outer margin	-39.6707786743932
HumanMelanomaPatient1__cell_8059	3908.62122624958	-6667.73831564669	CD8T	CD8 T cells	Inner margin	48.428134189614
HumanMelanomaPatient1__cell_8075	3987.60086154358	-6692.66722597558	CD8T	CD8 T cells	Inner margin	20.0115794821287
HumanMelanomaPatient1__cell_8080	3939.20054219076	-6698.50044242825	CD8T	CD8 T cells	Inner margin	38.6973389012175
HumanMelanomaPatient1__cell_8081	3959.61641940765	-6699.96864879818	CD8T	CD8 T cells	Inner margin	30.4841300639767
HumanMelanomaPatient1__cell_8095	3987.32530479284	-6712.67690817812	CD8T	CD8 T cells	Outer margin	-11.8932984282254
HumanMelanomaPatient1__cell_8107	3979.48934005277	-6721.77925971049	CD8T	CD8 T cells	Outer margin	-17.3291386964047
HumanMelanomaPatient1__cell_8108	3951.07486180722	-6724.44639796042	CD8T	CD8 T cells	Inner margin	21.894200171473
HumanMelanomaPatient1__cell_8134	3916.13168254168	-6743.05496102882	CD8T	CD8 T cells	Inner margin	42.6208718498799
HumanMelanomaPatient1__cell_8138	3901.71894773107	-6748.8602361754	CD8T	CD8 T cells	Inner margin	56.2633999726529
HumanMelanomaPatient1__cell_8144	3933.38158553059	-6760.30657184893	CD8T	CD8 T cells	Inner margin	25.2225456502889
HumanMelanomaPatient1__cell_8150	3957.87622891825	-6766.32232237503	CD8T	CD8 T cells	Outer margin	-16.5765617964254
HumanMelanomaPatient1__cell_8152	3921.63571507958	-6766.97024543947	CD8T	CD8 T cells	Inner margin	37.6605907607186
HumanMelanomaPatient1__cell_8165	4116.36320649935	-6778.56654798256	CD8T	CD8 T cells	Outer margin	-150.928274208784
HumanMelanomaPatient1__cell_8168	3910.57550505338	-6781.87067952937	CD8T	CD8 T cells	Inner margin	50.1843820710368
HumanMelanomaPatient1__cell_8169	3948.23362933901	-6781.30817471036	CD8T	CD8 T cells	Inner margin	18.2592808512068
HumanMelanomaPatient1__cell_8172	4052.00188472841	-6786.15948935874	CD8T	CD8 T cells	Outer margin	-94.852689513993
HumanMelanomaPatient1__cell_8174	3924.87988664527	-6786.68140614467	CD8T	CD8 T cells	Inner margin	39.7814349768635
HumanMelanomaPatient1__cell_8177	3978.3652931076	-6791.61653428945	CD8T	CD8 T cells	Outer margin	-23.9113543487708
HumanMelanomaPatient1__cell_8185	3894.71676236209	-6799.29094251761	CD8T	CD8 T cells	Inner margin	71.2463902928735
HumanMelanomaPatient1__cell_8207	3883.75832136715	-6833.89542361652	CD8T	CD8 T cells	Inner margin	91.721936461017
HumanMelanomaPatient1__cell_17140	5246.52901086103	-6853.49966774199	CD8T	CD8 T cells	Stroma	-260.183623060214
HumanMelanomaPatient1__cell_17488	5357.76467082321	-6941.19986791546	CD8T	CD8 T cells	Outer margin	-131.424442961392
HumanMelanomaPatient1__cell_21362	5379.97663894535	-5957.51723834126	CD8T	CD8 T cells	Outer margin	-89.2035780152201
HumanMelanomaPatient1__cell_21571	5265.75951752369	-6287.2847805308	CD8T	CD8 T cells	Stroma	-396.10256033789
HumanMelanomaPatient1__cell_21620	5483.46164062403	-6372.91966799857	CD8T	CD8 T cells	Stroma	-251.617645573791
HumanMelanomaPatient1__cell_21942	2132.91264834248	-5128.51086637735	CD8T	CD8 T cells	Stroma	-445.596558391241
HumanMelanomaPatient1__cell_22675	2716.15157305897	-4925.57409885538	CD8T	CD8 T cells	Stroma	-524.803856060749
HumanMelanomaPatient1__cell_22777	2779.42609015077	-5041.1873498005	CD8T	CD8 T cells	Stroma	-450.471493993927
HumanMelanomaPatient1__cell_22782	2763.53218871917	-5046.43243631692	CD8T	CD8 T cells	Stroma	-466.133784420022
HumanMelanomaPatient1__cell_22792	2767.24060382148	-5055.01137992869	CD8T	CD8 T cells	Stroma	-462.20312615091
HumanMelanomaPatient1__cell_22848	2858.67021986416	-4791.76889044509	CD8T	CD8 T cells	Stroma	-431.692411542355
HumanMelanomaPatient1__cell_22923	2774.96114126977	-5056.01988423623	CD8T	CD8 T cells	Stroma	-454.467494602554
HumanMelanomaPatient1__cell_24248	2824.97569479023	-5119.746114557	CD8T	CD8 T cells	Stroma	-408.388571361184
HumanMelanomaPatient1__cell_24399	2770.29555211393	-5264.39997327133	CD8T	CD8 T cells	Stroma	-441.275037441413
HumanMelanomaPatient1__cell_24616	2587.51129585018	-5490.78466362118	CD8T	CD8 T cells	Stroma	-529.715520126959
HumanMelanomaPatient1__cell_24686	2763.55228088591	-5270.93408538226	CD8T	CD8 T cells	Stroma	-447.299295503445
HumanMelanomaPatient1__cell_39867	5139.52254725849	-5090.90870890341	CD8T	CD8 T cells	Inner margin	59.1120378471669
HumanMelanomaPatient1__cell_39879	5149.73590690016	-5104.17341060913	CD8T	CD8 T cells	Inner margin	52.4168527112435
HumanMelanomaPatient1__cell_39884	5139.48324690063	-5100.7931242223	CD8T	CD8 T cells	Inner margin	52.5744841510764
HumanMelanomaPatient1__cell_39996	5374.46048109135	-5168.03172498341	CD8T	CD8 T cells	Inner margin	90.1429653965683
HumanMelanomaPatient1__cell_40029	5358.28747982451	-5184.10849935065	CD8T	CD8 T cells	Inner margin	79.1281311795882
HumanMelanomaPatient1__cell_40131	5246.26337683127	-5235.51672232791	CD8T	CD8 T cells	Inner margin	23.7371281657559
HumanMelanomaPatient1__cell_40132	5091.37852257356	-5236.17345390828	CD8T	CD8 T cells	Outer margin	-20.628373885634
HumanMelanomaPatient1__cell_40149	5117.45251295319	-5241.8218316545	CD8T	CD8 T cells	Outer margin	-45.7789209745393
HumanMelanomaPatient1__cell_40174	5330.04832645486	-5253.38752462769	CD8T	CD8 T cells	Inner margin	87.2976930922731
HumanMelanomaPatient1__cell_40179	5338.50230312994	-5252.95342651483	CD8T	CD8 T cells	Inner margin	94.7628669603967
HumanMelanomaPatient1__cell_40222	5362.75644185769	-5274.63676346277	CD8T	CD8 T cells	Inner margin	126.12684282991
HumanMelanomaPatient1__cell_40301	5312.20322550025	-5318.31530849093	CD8T	CD8 T cells	Inner margin	103.798082329002
HumanMelanomaPatient1__cell_40406	5435.67029527085	-5365.85926421046	CD8T	CD8 T cells	Inner margin	233.560332589192
HumanMelanomaPatient1__cell_40411	5384.36264210635	-5371.60256606405	CD8T	CD8 T cells	Inner margin	184.855771974638
HumanMelanomaPatient1__cell_40471	5387.57854005971	-5401.25860529275	CD8T	CD8 T cells	Inner margin	191.234616859295
